GEOID,fips,leanm
3401560,34,CENTRAL REGIONAL SCHOOL DISTRICT
3401590,34,Berlin Borough School District
3401620,34,Berlin Township School District
3401650,34,Bernards Township Public Schools
3401710,34,Bethlehem Township Schools
3401740,34,BEVERLY CITY SCHOOL
3401800,34,North Warren Regional School District
3401830,34,BLOOMFIELD BOARD OF EDUCATION
3401860,34,Bloomingdale School District
3401890,34,Bloomsbury School District
3401920,34,BOGOTA
3401950,34,Boonton Town School District
3401980,34,Boonton Township School District
3402030,34,Bordentown Regional
3402100,34,BOUND BROOK SCHOOL DISTRICT
3402130,34,Bradley Beach Elementary School District
3402160,34,BRANCHBURG TOWNSHIP School District
3402220,34,Brick Township Public School District
3402250,34,Bridgeton City School District
3402280,34,BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT
3402310,34,BRIELLE BOROUGH
3402340,34,Brigantine Public Schools
3402370,34,BROOKLAWN PUBLIC SCHOOL DISTRICT
3402400,34,BUENA REGIONAL SCHOOL DISTRICT
3402430,34,BURLINGTON CITY
3402460,34,BURLINGTON TOWNSHIP BOARD OF EDUCATION
3402520,34,Butler Public School District
3402550,34,Byram Township School District
3402580,34,CALDWELL-WEST CALDWELL SCHOOL DISTRICT
3402610,34,Califon School District
3402640,34,CAMDEN CITY PUBLIC SCHOOLS
3402700,34,CAPE MAY CITY SCHOOL DISTRICT
3402790,34,CARLSTADT PUBLIC SCHOOL DISTRICT
3402820,34,Carteret Public Schools
3402850,34,CEDAR GROVE TOWNSHIP SCHOOL DISTRICT
3403000,34,Cherry Hill School District
3403030,34,CHESILHURST BOROUGH
3403060,34,CHESTER SCHOOL DISTRICT
3403090,34,Chesterfield Township School District
3403120,34,CINNAMINSON TOWNSHIP PUBLIC SCHOOLS
3403150,34,Clark Township Public Schools
3403180,34,CLAYTON PUBLIC SCHOOL DISTRICT
3403240,34,Clementon Elementary School
3403270,34,CLIFFSIDE PARK
3403300,34,Classical Academy Charter School of Clifton
3403330,34,Clinton-Glen Gardner School District
3403360,34,Clinton Township School District
3403390,34,CLOSTER PUBLIC SCHOOL DISTRICT
3403420,34,Collingswood Public School District
3403450,34,Colts Neck Township School District
3403480,34,COMMERCIAL TOWNSHIP
3403540,34,Cranbury Township School District
3403570,34,Cranford Public School District
3403600,34,Cresskill Public School District
3403630,34,DEAL BORO
3403660,34,DEERFIELD TOWNSHIP SCHOOL DISTRICT
3403690,34,Delanco Township School District
3403720,34,Delaware Township School District
3403780,34,Delran Township School District
3403810,34,Demarest School District
3403840,34,DENNIS TOWNSHIP SCHOOL DISTRICT
3403870,34,Denville Township K-8 School District
3403900,34,Deptford Township Public School District
3403930,34,DOVER TOWN
3403960,34,Downe Township School District
3403990,34,Dumont Public School District
3404020,34,Dunellen Public School District
3404050,34,Eagleswood Township School District
3404080,34,EAST AMWELL TOWNSHIP SCHOOL DISTRICT
3404110,34,East Brunswick Township School District
3404140,34,East Greenwich Township School District
3404170,34,East Hanover Township School District
3404200,34,East Newark
3404230,34,East Orange School District
3404290,34,East Rutherford School District
3404320,34,EAST WINDSOR REGIONAL SCHOOL DISTRICT
3404350,34,Eastampton Township School District
3404410,34,Eatontown Public Schools
3404440,34,Edgewater School District
3404470,34,Edgewater Park Township
3404500,34,Edison Township Public Schools
3404530,34,EGG HARBOR CITY
3404560,34,EGG HARBOR TOWNSHIP SCHOOL DISTRICT
3404590,34,Elizabeth Public Schools
3404620,34,Elk Township School District
3404650,34,ELMER BOROUGH
3404660,34,Elmwood Park School District
3404680,34,Elsinboro Township School District
3404710,34,Emerson Public School District
3404740,34,Englewood Public School District
3404770,34,Englewood Cliffs School District
3404830,34,ESSEX FELLS SCHOOL DISTRICT
3404860,34,ESTELL MANOR CITY SCHOOL DISTRICT
3404890,34,Evesham Township School District
3404920,34,Ewing Township School District
3404950,34,Fair Haven School District
3404980,34,Fair Lawn Public School District
3405010,34,Fairfield Public Schools
3405040,34,Fairfield Township School District
3405070,34,Fairview Public Schools
3405130,34,Farmingdale Public School District
3405190,34,FLEMINGTON-RARITAN REGION
3405220,34,FLORENCE TOWNSHIP
3405250,34,FLORHAM PARK PUBLIC SCHOOLS
3405280,34,Folsom Borough School District
3405310,34,Fort Lee School District
3405340,34,Frankford Township Consolidated School District
3405370,34,FRANKLIN LAKES PUBLIC SCHOOLS
3405400,34,Franklin Borough School District
3405430,34,DELSEA REGIONAL HIGH SCHOOL DISTRICT
3405460,34,Franklin Township School
3405490,34,Franklin Township Public School District
3405520,34,Franklin Township School District
3405550,34,FREDON TOWNSHIP SCHOOL DISTRICT
3405580,34,Freehold Borough School District
3405640,34,Freehold Township School District
3405670,34,Ridge and Valley Charter School
3405700,34,Frenchtown Borough School District
3405730,34,GALLOWAY TOWNSHIP PUBLIC SCHOOLS
3405760,34,Bergen Arts and Sciences Charter School
3405790,34,GARWOOD
3405850,34,Gibbsboro Elementary School
3405880,34,Glassboro School District
3405940,34,Glen Ridge Public Schools
3405970,34,GLEN ROCK
3406000,34,Gloucester City Public Schools
3406030,34,GLOUCESTER TOWNSHIP
3406090,34,Green Township School District
3406120,34,Green Brook Township Public School District
3406150,34,GREENWICH TOWNSHIP SCHOOL DISTRICT
3406180,34,Greenwich Township School District
3406210,34,Greenwich Township School District
3406240,34,GUTTENBERG SCHOOL DISTRICT
3406270,34,Hackensack School District
3406300,34,Hackettstown Public School District
3406330,34,HADDON HEIGHTS School District
3406360,34,HADDON TOWNSHIP SCHOOL DISTRICT
3406390,34,HADDONFIELD SCHOOL DISTRICT
3406420,34,HAINESPORT TOWNSHIP
3406450,34,Haledon Public School District
3406480,34,Hamburg School District
3406510,34,HAMILTON TOWNSHIP SCHOOL DISTRICT
3406540,34,Hamilton Township Public School District
3406570,34,Hammonton School District
3406600,34,HAMPTON BOROUGH SCHOOL DISTRICT
3406630,34,Kittatinny Regional School District
3406690,34,Hanover Township School District
3406720,34,Harding Township School District
3406780,34,Hardyston Township School District
3406810,34,HARMONY TOWNSHIP SCHOOL
3406840,34,Harrington Park School District
3406870,34,Harrison Public Schools
3406900,34,Clearview Regional High School District
3406930,34,Hasbrouck Heights School District
3406960,34,HAWORTH PUBLIC SCHOOL
3406990,34,Hawthorne Public School District
3407110,34,HIGH BRIDGE BOROUGH SCHOOL DISTRICT
3407170,34,Highland Park Boro School District
3407200,34,Henry Hudson Regional School District
3407230,34,HILLSBOROUGH TOWNSHIP
3407260,34,HILLSDALE
3407290,34,Hillside Board of Education
3407320,34,Ho-Ho-Kus School District
3407350,34,Hoboken Public School District
3407380,34,Holland Township School District
3407410,34,Holmdel Township School District
3407440,34,Hopatcong Borough School District
3407470,34,Hope Township School District
3407500,34,Hopewell Township School District
3407530,34,Hopewell Valley Regional School District
3407560,34,HOWELL TOWNSHIP PUBLIC SCHOOLS
3407680,34,IRVINGTON BOARD OF EDUCATION
3407710,34,ISLAND HEIGHTS BOARD OF EDUCATION
3407740,34,Jackson Township School District
3407770,34,Jamesburg Public School District
3407800,34,Jefferson Township Public School District
3407830,34,JERSEY CITY
3407860,34,Keansburg School District
3407890,34,Kearny
3407920,34,KENILWORTH SCHOOL DISTRICT
3407950,34,Keyport School District
3408010,34,KINGWOOD TOWNSHIP SCHOOL
3408040,34,Kinnelon School District
3408070,34,KNOWLTON TOWNSHIP SCHOOL DISTRICT
3408100,34,Lacey Township School District
3408130,34,LAFAYETTE TOWNSHIP SCHOOL DISTRICT
3408160,34,Lakehurst School District
3408220,34,Lakewood Township School District
3408250,34,LAMBERTVILLE
3408280,34,LAUREL SPRINGS SCHOOL
3408310,34,Lavallette Borough School District
3408340,34,Lawnside School Distric
3408370,34,Lawrence Township School District
3408400,34,Lawrence Township Public School District
3408430,34,Lebanon Borough School District
3408460,34,Lebanon Township School District
3408520,34,Leonia Public School District
3408580,34,Lincoln Park School District
3408610,34,Linden Public School District
3408640,34,LINDENWOLD BOROUGH
3408670,34,LINWOOD CITY
3408700,34,Pinelands Regional School District
3408730,34,Little Falls Township Public School District
3408760,34,Little Ferry Public School District
3408790,34,LITTLE SILVER BORO SCHOOL DISTRICT
3408820,34,Livingston Public Schools
3408850,34,Lodi School District
3408880,34,Logan Township School District
3408910,34,Long Beach Island Consolidated School District
3408940,34,LONG BRANCH PUBLIC SCHOOL District
3409000,34,Lopatcong Township School District
3409030,34,LOWER ALLOWAYS CREEK TOWN
3409120,34,PENNSVILLE PUBLIC SCHOOL DISTRICT
3409150,34,Lower Cape May Regional School District
3409180,34,Lumberton Township Board of Education
3409210,34,Lyndhurst School District
3409240,34,Madison Public Schools
3409270,34,Old Bridge Township School District
3409300,34,Magnolia School District
3409330,34,Mahwah Township Public Schools
3409390,34,Manalapan-Englishtown Regional Schools School District
3409420,34,Manasquan School District
3409450,34,MANCHESTER TOWNSHIP
3409480,34,Mannington Township School
3409510,34,Northern Burlington County Regional School District
3409540,34,Mansfield Township Elementary School District
3409600,34,Mantua Township School District
3409630,34,Manville Board of Education
3409660,34,Maple Shade School District
3409690,34,Margate City School District
3409720,34,MARLBORO TOWNSHIP
3409750,34,Matawan-Aberdeen Regional School District
3409780,34,MAURICE RIVER TOWNSHIP SCHOOL DISTRICT
3409810,34,MAYWOOD SCHOOL DISTRICT
3409840,34,Medford Lakes School District
3409870,34,Medford Township School District
3409900,34,MENDHAM BOROUGH
3409930,34,Mendham Township Board of Education
3409960,34,Merchantville School District
3409990,34,Metuchen Public School District
3410020,34,Middle Township Public School District
3410050,34,Middlesex Borough School District
3410110,34,MIDDLETOWN TOWNSHIP PUBLIC SCHOOLS
3410140,34,Midland Park School District
3410170,34,Milford Borough School District
3410200,34,Millburn Township Schools
3410230,34,Millstone Township School District
3410290,34,Milltown Borough Public Schools
3410320,34,MILLVILLE BOARD OF EDUCATION
3410350,34,Mine Hill Township
3410380,34,MONMOUTH BEACH ELEMENTARY SCHOOL
3410470,34,MONROE TOWNSHIP PUBLIC SCHOOL DISTRICT
3410500,34,MONROE TOWNSHIP BOARD OF EDUCATION
3410530,34,MONTAGUE TOWNSHIP SCHOOL DISTRICT
3410560,34,Montclair Public Schools
3410590,34,Montgomery Township School District
3410620,34,Montvale Board of Education School District
3410650,34,MONTVILLE TOWNSHIP
3410680,34,Moonachie School District
3410710,34,Moorestown Township Public School District
3410770,34,MORRIS PLAINS SCHOOL DISTRICT
3410810,34,MORRIS SCHOOL DISTRICT
3410860,34,Mount Arlington Public School District
3410890,34,MOUNT EPHRAIM BOROUGH
3410920,34,Mount Holly Township Public School District
3410950,34,Mount Laurel Township School District
3410980,34,MOUNT OLIVE TOWNSHIP
3411010,34,Mountain Lakes Board of Education
3411040,34,MOUNTAINSIDE SCHOOL DISTRICT
3411070,34,Mullica Township School District
3411100,34,National Park Boro School District
3411130,34,NEPTUNE CITY SCHOOL DISTRICT
3411160,34,NEPTUNE TOWNSHIP SCHOOL DISTRICT
3411190,34,Netcong Elementary School
3411220,34,New Brunswick Public Schools
3411250,34,New Hanover Township
3411280,34,New Milford Public School District
3411310,34,New Providence Board of Education
3411340,34,NEWARK
3411400,34,NEWTON PUBLIC SCHOOL DISTRICT
3411430,34,North Arlington School District
3411460,34,NORTH BERGEN SCHOOL DISTRICT
3411490,34,North Brunswick Township Public Schools
3411520,34,West Essex Regional School District
3411550,34,North Haledon School District
3411580,34,North Hanover Township School District
3411640,34,NORTH PLAINFIELD BORO
3411670,34,NORTH WILDWOOD SCHOOL DISTRICT
3411790,34,Northfield City School District
3411820,34,NORTHVALE PUBLIC SCHOOL DISTRICT
3411850,34,Norwood Public School District
3411880,34,NUTLEY PUBLIC SCHOOL DISTRICT
3411910,34,Oakland Public School District
3411940,34,Oaklyn Public School District
3411970,34,OCEAN CITY SCHOOL DISTRICT
3412030,34,Ocean Gate School District
3412060,34,Township of Ocean School District
3412090,34,Ocean Township School District
3412120,34,Oceanport School District
3412150,34,Ogdensburg Borough School District
3412180,34,OLD TAPPAN PUBLIC SCHOOL DISTRICT
3412210,34,OLDMANS TOWNSHIP SCHOOL DISTRICT
3412240,34,ORADELL SCHOOL DISTRICT
3412270,34,ORANGE BOARD OF EDUCATION
3412300,34,OXFORD TOWNSHIP
3412360,34,Palisades Park Board of Education
3412390,34,PALMYRA BOROUGH
3412420,34,Paramus Public School District
3412450,34,Park Ridge School District
3412480,34,Parsippany-Troy Hills Township School District
3412540,34,Passaic City Public Schools
3412660,34,Long Hill Township School District
3412690,34,Paterson Public School District
3412720,34,PAULSBORO SCHOOL DISTRICT
3412810,34,Renaissance Regional Leadership Charter School
3412840,34,PENNS GROVE-CARNEYS POINT
3412870,34,PENNSAUKEN TOWNSHIP BOARD OF EDUCATION SCHOOL DISTRICT
3412900,34,Pequannock Township School District
3412930,34,Perth Amboy Public School District
3412960,34,Phillipsburg School District
3412990,34,PINE HILL SCHOOL DISTRICT
3413050,34,Piscataway Township School District
3413080,34,PITMAN BORO SCHOOL DISTRICT
3413110,34,PITTSGROVE TOWNSHIP SCHOOL DISTRICT
3413140,34,Plainfield Public Schools
3413200,34,PLEASANTVILLE PUBLIC SCHOOL DISTRICT
3413230,34,Plumsted Township Board of Education
3413260,34,Pohatcong Township School District
3413290,34,POINT PLEASANT BOROUGH SCHOOL DISTRICT
3413320,34,Point Pleasant Beach School District
3413350,34,Pompton Lakes School District
3413380,34,Port Republic School District
3413410,34,Princeton Charter School
3413470,34,Prospect Park Public School District
3413500,34,QUINTON TOWNSHIP SCHOOL DISTRICT
3413530,34,Rahway Public School District
3413590,34,RAMSEY SCHOOL DISTRICT
3413650,34,Randolph Township School District
3413680,34,Hazlet Township Public School District
3413710,34,Readington Township School District
3413740,34,Red Bank Charter School
3413770,34,Ridgefield Public Schools
3413800,34,Ridgefield Park Township
3413830,34,Ridgewood Public School District
3413860,34,Ringwood School District
3413890,34,River Dell Regional School District
3413950,34,River Vale Publc Schools
3413980,34,Riverdale School District
3414010,34,RIVERSIDE TOWNSHIP
3414040,34,Riverton School District
3414070,34,Rochelle Park School District
3414100,34,Rockaway Borough School District
3414130,34,ROCKAWAY TOWNSHIP
3414220,34,ROOSEVELT PUBLIC SCHOOL DISTRICT
3414250,34,Roseland School district
3414280,34,ROSELLE PUBLIC SCHOOLS
3414310,34,Roselle Park Board of Education
3414340,34,Roxbury Township School District
3414370,34,Rumson Borough School District
3414430,34,RUNNEMEDE PUBLIC SCHOOL DISTRICT
3414460,34,Rutherford School District
3414490,34,SADDLE BROOK SCHOOL DISTRICT
3414520,34,SADDLE RIVER SCHOOL DISTRICT
3414550,34,SALEM CITY SCHOOL DISTRICT
3414610,34,SANDYSTON-WALPACK TOWNSHI
3414640,34,Sayreville Public Schools
3414670,34,Scotch Plains-Fanwood School District
3414730,34,Sea Girt Borough School District
3414760,34,SEA ISLE CITY
3414790,34,Seaside Heights School District
3414820,34,SEASIDE PARK BOROUGH
3414850,34,SECAUCUS BOARD OF EDUCATION
3414880,34,Shamong Township School District
3414970,34,SHREWSBURY BOROUGH SCHOOL DISTRICT
3415000,34,SOMERDALE SCHOOL DISTRICT
3415030,34,SOMERS POINT SCHOOL DISTRICT
3415090,34,SOMERVILLE PUBLIC SCHOOLS
3415120,34,South Amboy School District
3415180,34,South Bound Brook Public Schools
3415210,34,South Brunswick School District
3415240,34,South Hackensack School District
3415270,34,SOUTH HARRISON TOWNSHIP SCHOOL DISTRICT
3415330,34,South Orange-Maplewood School District
3415360,34,South Plainfield Public Schools
3415390,34,South River Public Schools
3415420,34,Southampton Township School District
3415510,34,Sussex County Charter School for Technology School District
3415540,34,Spotswood Public School District
3415570,34,Spring Lake Borough
3415600,34,SPRING LAKE HEIGHTS SCHOOL DISTRICT
3415630,34,SPRINGFIELD
3415660,34,Springfield Township School District
3415690,34,Southern Regional School District
3415720,34,Stanhope School District
3415750,34,STILLWATER TOWNSHIP SCHOOL
3415780,34,Stockton Borough School District
3415810,34,STONE HARBOR
3415840,34,STOW CREEK TOWNSHIP
3415870,34,Stratford School District
3415900,34,Summit Public Schools
3415960,34,SUSSEX-WANTAGE REGIONAL
3415990,34,Kingsway Regional School District
3416020,34,Tabernacle Township School District
3416080,34,Teaneck Public School
3416110,34,TENAFLY PUBLIC SCHOOL DISTRICT
3416170,34,Tewksbury Township School District
3416200,34,Tinton Falls School District
3416230,34,Toms River Regional School District
3416260,34,Totowa Public School District
3416290,34,Village Charter School
3416320,34,Tuckerton Borough School District
3416350,34,Union Beach Public School District
3416380,34,Union City School District
3416440,34,Union Township School District
3416470,34,Barnegat Township School District
3416500,34,Township of Union Public Schools
3416530,34,Upper Deerfield Township School District
3416560,34,UPPER FREEHOLD REGIONAL SCHOOL DISTRICT
3416590,34,UPPER PITTSGROVE TWP Scool District
3416620,34,UPPER SADDLE RIVER SCHOOL DISTRICT
3416650,34,Upper Township School District
3416680,34,Ventnor City School District
3416710,34,Vernon Township School District
3416740,34,Verona Public School District
3416800,34,CITY OF VINELAND BOARD OF EDUCATION
3416830,34,VOORHEES TOWNSHIP
3416860,34,Waldwick School District
3416890,34,Wall Township Public School District
3416920,34,Wallington Boro School District
3416950,34,Wanaque School District
3416980,34,Warren Township School District
3417010,34,Warren Hills Regional School District
3417040,34,WASHINGTON TOWNSHIP
3417070,34,Washington Township School District
3417100,34,Robbinsville Public Schools
3417130,34,Washington Township School District
3417160,34,Washington Township School District
3417190,34,Watchung Borough Public School District
3417250,34,WATERFORD TOWNSHIP SCHOOL DISTRICT
3417280,34,Wayne Township Public School District
3417310,34,Weehawken Board of Education
3417340,34,Wenonah  Boro School District
3417370,34,South Hunterdon Regional
3417400,34,WEST CAPE MAY ELEMENTARY SCHOOL DISTRICT
3417430,34,WEST DEPTFORD TOWNSHIP SCHOOL DISTRICT
3417490,34,West Long Branch School District
3417520,34,West Milford Township Public School District
3417580,34,WEST NEW YORK BOARD OF EDUCATION
3417610,34,West Orange Public Schools
3417640,34,Woodland Park School District
3417700,34,West Windsor-Plainsboro Regional School District
3417730,34,Westampton Township Public School District
3417760,34,WESTFIELD PUBLIC SCHOOLS
3417790,34,Westville Boro Public School District
3417820,34,WESTWOOD REGIONAL SCHOOL DISTRICT
3417850,34,WEYMOUTH TOWNSHIP
3417880,34,WHARTON BOROUGH
3417910,34,WHITE TOWNSHIP SCHOOL DISTRICT
3417940,34,WILDWOOD CITY SCHOOL DISTRICT
3417970,34,WILDWOOD CREST BOROUGH SCHOOL DISTRICT
3418000,34,WILLINGBORO PUBLIC SCHOOL DISTRICT
3418030,34,WINFIELD TOWNSHIP
3418060,34,Winslow Township School District
3418090,34,Woodbine School District
3418120,34,Woodbridge Township School District
3418150,34,Woodbury City Public School District
3418180,34,GATEWAY REGIONAL SCHOOL DSITRICT
3418210,34,Woodcliff Lake School District
3418240,34,WOODLAND TOWNSHIP BOARD OF EDUCATION
3418270,34,Woodlynne School District
3418300,34,Wood-Ridge School District
3418330,34,Woodstown-Pilesgrove Regional School District
3418360,34,Wyckoff Township Public School District
3500001,35,VAUGHN MUNICIPAL SCHOOLS
3500010,35,THE ASK ACADEMY
3500011,35,
3500013,35,NM SCHOOL FOR THE BLIND AND VISUALLY IMPAIRED
3500014,35,NM SCHOOL FOR THE DEAF
3500015,35,
3500016,35,
3500030,35,ALAMOGORDO PUBLIC SCHOOLS
3500060,35,ALBUQUERQUE PUBLIC SCHOOLS
3500090,35,ANIMAS PUBLIC SCHOOLS
3500120,35,ARTESIA PUBLIC SCHOOLS
3500150,35,AZTEC MUNICIPAL SCHOOLS
3500180,35,BELEN CONSOLIDATED SCHOOLS
3500210,35,BERNALILLO PUBLIC SCHOOLS
3500240,35,BLOOMFIELD SCHOOLS
3500270,35,CAPITAN MUNICIPAL SCHOOLS
3500300,35,CARLSBAD MUNICIPAL SCHOOLS
3500330,35,CARRIZOZO MUNICIPAL SCHOOLS
3500390,35,CENTRAL CONSOLIDATED SCHOOLS
3500420,35,CHAMA VALLEY INDEP. SCHOOLS
3500480,35,CIMARRON MUNICIPAL SCHOOLS
3500510,35,CLAYTON MUNICIPAL SCHOOLS
3500540,35,CLOUDCROFT MUNICIPAL SCHOOLS
3500570,35,CLOVIS MUNICIPAL SCHOOLS
3500600,35,COBRE CONSOLIDATED SCHOOLS
3500630,35,CORONA MUNICIPAL SCHOOLS
3500660,35,CUBA INDEPENDENT SCHOOLS
3500690,35,DEMING PUBLIC SCHOOLS
3500720,35,DES MOINES MUNICIPAL SCHOOLS
3500750,35,DEXTER CONSOLIDATED SCHOOLS
3500790,35,DORA MUNICIPAL SCHOOLS
3500810,35,DULCE INDEPENDENT SCHOOLS
3500840,35,ELIDA MUNICIPAL SCHOOLS
3500900,35,LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES
3500930,35,ESTANCIA MUNICIPAL SCHOOLS
3500960,35,EUNICE MUNICIPAL SCHOOLS
3500990,35,FARMINGTON MUNICIPAL SCHOOLS
3501020,35,FLOYD MUNICIPAL SCHOOLS
3501050,35,FORT SUMNER MUNICIPAL SCHOOLS
3501080,35,GADSDEN INDEPENDENT SCHOOLS
3501110,35,GALLUP-MCKINLEY CTY SCHOOLS
3501140,35,GRADY MUNICIPAL SCHOOLS
3501170,35,GRANTS-CIBOLA COUNTY SCHOOLS
3501200,35,HAGERMAN MUNICIPAL SCHOOLS
3501230,35,HATCH VALLEY PUBLIC SCHOOLS
3501260,35,HOBBS MUNICIPAL SCHOOLS
3501290,35,HONDO VALLEY PUBLIC SCHOOLS
3501320,35,HOUSE MUNICIPAL SCHOOLS
3501350,35,JAL PUBLIC SCHOOLS
3501380,35,JEMEZ MOUNTAIN PUBLIC SCHOOLS
3501410,35,JEMEZ VALLEY PUBLIC SCHOOLS
3501470,35,LAKE ARTHUR MUNICIPAL SCHOOLS
3501500,35,LAS CRUCES PUBLIC SCHOOLS
3501530,35,LAS VEGAS CITY PUBLIC SCHOOLS
3501560,35,WEST LAS VEGAS PUBLIC SCHOOLS
3501590,35,LOGAN MUNICIPAL SCHOOLS
3501620,35,LORDSBURG MUNICIPAL SCHOOLS
3501650,35,LOS ALAMOS PUBLIC SCHOOLS
3501680,35,LOS LUNAS PUBLIC SCHOOLS
3501710,35,LOVING MUNICIPAL SCHOOLS
3501740,35,LOVINGTON MUNICIPAL SCHOOLS
3501770,35,MAGDALENA MUNICIPAL SCHOOLS
3501800,35,MAXWELL MUNICIPAL SCHOOLS
3501830,35,MELROSE PUBLIC SCHOOLS
3501860,35,MORA INDEPENDENT SCHOOLS
3501890,35,MORIARTY-EDGEWQOD SCHOOL DISTRICT
3501920,35,MOSQUERO MUNICIPAL SCHOOLS
3501950,35,MOUNTAINAIR PUBLIC SCHOOLS
3501980,35,MESA VISTA CONSOLIDATED SCHOOLS
3502010,35,PECOS INDEPENDENT SCHOOLS
3502040,35,PENASCO INDEPENDENT SCHOOLS
3502070,35,POJOAQUE VALLEY PUBLIC SCHOOLS
3502100,35,PORTALES MUNICIPAL SCHOOLS
3502130,35,QUEMADO INDEPENDENT SCHOOLS
3502160,35,RED RIVER VALLEY CHARTER SCHOOL
3502190,35,RATON PUBLIC SCHOOLS
3502220,35,RESERVE PUBLIC SCHOOLS
3502250,35,ROSWELL INDEPENDENT SCHOOLS
3502280,35,ROY MUNICIPAL SCHOOLS
3502310,35,RUIDOSO MUNICIPAL SCHOOLS
3502340,35,SAN JON MUNICIPAL SCHOOLS
3502370,35,NEW MEXICO CONNECTIONS ACADEMY
3502400,35,SANTA ROSA CONSOLIDATED SCHOOLS
3502430,35,SILVER CONSOLIDATED SCHOOLS
3502460,35,SOCORRO CONSOLIDATED SCHOOLS
3502490,35,SPRINGER MUNICIPAL SCHOOLS
3502520,35,TAOS INTEGRATED SCHOOL OF THE ARTS
3502550,35,TATUM MUNICIPAL SCHOOLS
3502580,35,TEXICO MUNICIPAL SCHOOLS
3502610,35,T OR C MUNICIPAL SCHOOLS
3502640,35,TUCUMCARI PUBLIC SCHOOLS
3502670,35,TULAROSA MUNICIPAL SCHOOLS
3502730,35,WAGON MOUND PUBLIC SCHOOLS
3502800,35,ZUNI PUBLIC SCHOOLS
3600001,36,DOLGEVILLE CENTRAL SCHOOL DISTRICT
3600002,36,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT
3600003,36,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT
3600004,36,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT
3600005,36,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT
3600006,36,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT
3600007,36,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT
3600008,36,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT
3600009,36,SARANAC CENTRAL SCHOOL DISTRICT
3600010,36,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT
3600011,36,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT
3600012,36,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT
3600013,36,ONEIDA CITY SCHOOL DISTRICT
3600014,36,WATERLOO CENTRAL SCHOOL DISTRICT
3600015,36,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT
3600016,36,AVERILL PARK CENTRAL SCHOOL DISTRICT
3600017,36,GENESEE VALLEY CENTRAL SCHOOL DISTRICT
3600018,36,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT
3600019,36,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT
3600020,36,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT
3600021,36,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT
3600023,36,SULLIVAN WEST CENTRAL SCHOOL DISTRICT
3600024,36,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT
3600124,36,CANISTEO-GREENWOOD CSD
3600125,36,EASTPORT-SOUTH MANOR CSD
3600131,36,NYS OFFICE OF CHILDREN AND FAMILY SERVICES
3600971,36,NORTH COLONIE CSD
3601087,36,CENTRAL VALLEY CSD AT ILION-MOHAWK
3601107,36,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD
3602300,36,ABBOTT UNION FREE SCHOOL DISTRICT
3602310,36,GLENS FALLS COMMON SCHOOL DISTRICT
3602340,36,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT
3602370,36,ADDISON CENTRAL SCHOOL DISTRICT
3602400,36,AFTON CENTRAL SCHOOL DISTRICT
3602430,36,AKRON CENTRAL SCHOOL DISTRICT
3602460,36,ALBANY CITY SCHOOL DISTRICT
3602520,36,ALBION CENTRAL SCHOOL DISTRICT
3602550,36,ALDEN CENTRAL SCHOOL DISTRICT
3602580,36,ALEXANDER CENTRAL SCHOOL DISTRICT
3602670,36,ALEXANDRIA CENTRAL SCHOOL DISTRICT
3602700,36,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT
3602730,36,WINDSOR CENTRAL SCHOOL DISTRICT
3602820,36,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT
3602880,36,AMAGANSETT UNION FREE SCHOOL DISTRICT
3602920,36,AMHERST CENTRAL SCHOOL DISTRICT
3602940,36,AMITYVILLE UNION FREE SCHOOL DISTRICT
3602970,36,AMSTERDAM CITY SCHOOL DISTRICT
3603000,36,ANDES CENTRAL SCHOOL DISTRICT
3603030,36,ANDOVER CENTRAL SCHOOL DISTRICT
3603060,36,SCHENEVUS CENTRAL SCHOOL DISTRICT
3603180,36,ARDSLEY UNION FREE SCHOOL DISTRICT
3603210,36,ARGYLE CENTRAL SCHOOL DISTRICT
3603240,36,ARKPORT CENTRAL SCHOOL DISTRICT
3603270,36,ARLINGTON CENTRAL SCHOOL DISTRICT
3603420,36,ATTICA CENTRAL SCHOOL DISTRICT
3603480,36,AUBURN CITY SCHOOL DISTRICT
